Timestamp,CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,%idle,,Data from log.data file (Request Time / Requested Resource)
20:52:31,all,3.6,0,1.17,0,0,0,0,0,0,95.23,,
20:52:32,all,2.51,0,0.59,0,0,0.08,0,0,0,96.82,,
20:52:33,all,2.76,0,0.42,0.25,0,0,0,0,0,96.57,,
20:52:34,all,2.68,0,1.01,0,0,0,0,0,0,96.31,,
20:52:35,all,3.35,0,2.43,0,0,0,0,0,0,94.23,,
20:52:36,all,3.01,0,0.75,0,0,0,0,0,0,96.24,,
20:52:37,all,2.67,0,0.83,0,0,0,0,0,0,96.5,,
20:52:38,all,3.87,0,0.59,0.25,0,0.08,0,0,0,95.21,,
20:52:39,all,2.76,0,0.67,0.25,0,0,0,0,0,96.32,,
20:52:40,all,3.34,0,0.84,0,0,0,0,0,0,95.82,,
20:52:41,all,2.6,0,0.42,0,0,0,0,0,0,96.98,,
20:52:42,all,2.42,0,0.75,0,0,0,0,0,0,96.83,,
20:52:43,all,3.78,0,1.26,0.08,0,0.08,0,0,0,94.79,,
20:52:44,all,2.68,0,0.67,0,0,0,0,0,0,96.65,,
20:52:45,all,2.53,0,0.67,0,0,0,0,0,0,96.8,,
20:52:46,all,2.83,0,0.83,0,0,0,0,0,0,96.33,,
20:52:47,all,3.09,0,0.59,0,0,0,0,0,0,96.32,,
20:52:48,all,2.85,0,0.67,0.25,0,0,0,0,0,96.23,,
20:52:49,all,5.1,0,1.84,0.17,0,0.08,0,0,0,92.8,,
20:52:50,all,4.45,0,2.01,0,0,0,0,0,0,93.54,,
20:52:51,all,3.09,0,0.75,0,0,0,0,0,0,96.15,,
20:52:52,all,2.76,0,0.59,0,0,0,0,0,0,96.65,,
20:52:53,all,3.43,0,0.84,0.17,0,0,0,0,0,95.56,,
20:52:54,all,4.59,0,3.09,0,0,0,0,0,0,92.33,,
20:52:55,all,4,0,2.92,0,0,0,0,0,0,93.08,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Time: ,,,,,,,,,,,,,

